FO,44,1671,2000,5870625000,0
FO,44,1671,2003,2887211610,314116
FO,44,1671,2005,3484017132,314116
FO,44,1671,2006,5160127600,314116
FO,44,1671,2008,6978916500,314116
FO,44,1671,2009,4407962334,166477
FO,44,1671,2011,6803690020,4353476
FO,44,1671,2012,5645849200,4353476
FO,44,1671,2014,6240614813,178035
FO,44,1671,2017,2323124128,1
FO,44,1676,2000,23944400,93449700
FO,44,1676,2003,53053840,435186264
FO,44,1676,2006,1375200,1552427090
FO,44,1676,2009,8542095,855277548
FO,44,1676,2011,91699638,869201200
FO,44,1676,2012,49786904,1033117200
FO,44,1676,2014,36825256,373661310
FO,44,1676,2015,39017895,188233716
FO,44,1676,2017,25166952,54559032
FO,44,1676,2018,63290023,32406272
FO,44,1618,2002,2975818100,4356000
FO,44,1618,2004,7941633980,16043200
FO,44,1618,2005,7941633980,16043200
FO,44,1618,2007,21915563600,388864000
FO,44,1618,2008,20366973200,527025700
FO,44,1618,2010,2705501810,60395
FO,44,1618,2011,27579727073,204831725
FO,44,1618,2013,20699390740,42339510
FO,44,1618,2014,27634038240,90716760
FO,44,1618,2016,14480140500,2668000
FO,44,1618,2019,7126033700,4892448
FO,44,1621,2000,136857600,7727100
FO,44,1621,2002,127504800,7112000
FO,44,1621,2003,173861512,54931020
FO,44,1621,2005,293802054,123076208
FO,44,1621,2006,571041522,123900000
FO,44,1621,2008,160723500,338588800
FO,44,1621,2009,305941998,614512022
FO,44,1621,2011,881006280,1122745416
FO,44,1621,2014,1126758402,731268809
FO,44,1621,2017,1107732971,307888746
FO,44,1622,2001,4760000,591000
FO,44,1622,2004,52561980,12000000
FO,44,1622,2006,9180000,0
FO,44,1622,2007,9180800,0
FO,44,1622,2009,10160212,50504
FO,44,1622,2010,2585448,8256
FO,44,1622,2012,9109086,28
FO,44,1622,2013,9105299,20
FO,44,1622,2015,10043571,32640
FO,44,1622,2018,5390550,4263630
FO,46,1671,2010,12960,3
FO,46,1671,2013,72000,3
FO,46,1671,2015,157232,3
FO,46,1671,2016,3724,3
FO,46,1671,2018,693,3
FO,46,1671,2019,452592,3
FO,46,1618,2018,97026,14
FO,46,1621,2004,387036,9
FO,46,1621,2007,387036,9
FO,46,1621,2010,13659,9
FO,46,1621,2012,57960,9
FO,46,1621,2013,57960,9
FO,46,1621,2015,97740,9
FO,46,1621,2016,115634,9
FO,46,1621,2018,140760,9
FO,46,1621,2019,658532,9
FO,47,1618,2019,44,2856
FO,107,1671,2001,818400,0
FO,107,1671,2002,818400,0
FO,107,1671,2004,2841839,306418
FO,107,1671,2005,2841839,306418
FO,107,1671,2007,2841839,306418
FO,107,1671,2010,15009050,80850
FO,107,1671,2013,6095456,6
FO,107,1671,2016,8878468,11
FO,107,1671,2019,16283476,36
FO,107,1676,2008,23426892,1836
FO,107,1676,2010,27666650,80
FO,107,1676,2011,16967705,9
FO,107,1676,2013,40825585,42
FO,107,1676,2014,43480365,60
FO,107,1676,2016,55111923,33
FO,107,1676,2019,125971088,0
FO,107,1618,2004,38962929,90
FO,107,1618,2006,38962929,90
FO,107,1618,2007,38962929,90
FO,107,1618,2009,205834754,180
FO,10,1671,2001,29230656000,3603000
FO,10,1671,2002,32097098000,267000
FO,10,1671,2004,59314500000,1400000
FO,10,1671,2005,73188000000,360000
FO,10,1671,2007,53619440000,17248
FO,10,1671,2010,37804336545,40191670
FO,10,1671,2013,3509353280,7478630732
FO,10,1671,2016,2248008622,5928610285
FO,10,1671,2018,442569786,17322770954
FO,10,1671,2019,190163392,9600079824
FO,10,1676,2002,3171208000,10000000
FO,10,1676,2004,3904000000,1100000
FO,10,1676,2005,3695120000,7828000
FO,10,1676,2007,4038211200,2000000
FO,10,1676,2008,2518037000,2337000
FO,10,1676,2010,6818020000,16116000
FO,10,1676,2011,8705959611,13274072
FO,10,1676,2013,12077280908,10108799
FO,10,1676,2016,18132360225,118923924
FO,10,1676,2019,18935717034,223545432
FO,10,1618,2000,20034900000,1552694000
FO,10,1618,2001,19100624000,1333140000
FO,10,1618,2003,6016800000,32367330000
FO,10,1618,2004,6552000000,26226200000
FO,10,1618,2006,9823500000,48546000000
FO,10,1618,2007,16727053200,42124568200
FO,10,1618,2009,13617915000,37251076000
FO,10,1618,2012,16934144040,16068134954
FO,10,1618,2015,26795540901,18454068784
FO,10,1618,2018,42082244352,16137245696
FO,10,1621,2001,2819664000,11677320000
FO,10,1621,2002,3437532000,2712956000
FO,10,1621,2004,5168100000,1395030000
FO,10,1621,2007,6628400000,7274485200
FO,10,1621,2010,6509422000,11357082000
FO,10,1621,2013,7177977450,16129170168
FO,10,1621,2015,5455586508,10984686788
FO,10,1621,2016,3960352630,9644683900
FO,10,1621,2018,4116531472,8599424032
FO,10,1621,2019,3559177440,11614916560
FO,10,1622,2000,51037000,114563000
FO,10,1622,2002,0,0
FO,10,1622,2003,0,0
FO,10,1622,2005,0,0
FO,10,1622,2006,0,0
FO,10,1622,2008,8397000,0
FO,10,1622,2011,29999442,0
FO,10,1622,2014,26282425,12
FO,10,1622,2017,19654859,300
FO,11,1671,2000,18252420000,33885920000
FO,11,1671,2002,6134203000,24995080000
FO,11,1671,2005,6680752000,47211736000
FO,11,1671,2008,9098993000,44050979100
FO,11,1671,2011,8524707366,59781223707
FO,11,1671,2013,6602434371,48055783594
FO,11,1671,2014,5224269960,48447064710
FO,11,1671,2016,3209006237,36334974093
FO,11,1671,2017,4031061138,35486636350
FO,11,1671,2019,4021498680,38520520416
FO,11,1676,2000,20712000,20975000
FO,11,1676,2002,33755000,280630000
FO,11,1676,2003,35275000,394359000
FO,11,1676,2005,60528000,32940000
FO,11,1676,2006,74480000,40650000
FO,11,1676,2008,287144000,96676300
FO,11,1676,2009,317298290,85072680
FO,11,1676,2011,448575468,62475371
FO,11,1676,2014,469548360,32074240
FO,11,1676,2017,525506184,107688576
FO,11,1618,2001,23822379000,5221454000
FO,11,1618,2002,13969368000,4681930000
FO,11,1618,2004,25892880000,8619984000
FO,11,1618,2007,34776276000,50285580378
FO,11,1618,2010,30314782180,78051799064
FO,11,1618,2013,47625919092,99340787031
FO,11,1618,2015,41596458432,99201759030
FO,11,1618,2016,40739146690,99518427519
FO,11,1618,2018,50965732722,1.19E+11
FO,11,1618,2019,52415503080,1.21E+11
FO,11,1621,2002,5344716000,40644681000
FO,11,1621,2005,13516581000,52630822000
FO,11,1621,2008,20855201500,74896936200
FO,11,1621,2010,26573749539,72228745560
FO,11,1621,2011,24939177318,88363765620
FO,11,1621,2013,27385889406,83941446400
FO,11,1621,2014,37572622500,1.09E+11
FO,11,1621,2016,19928433999,1.09E+11
FO,11,1621,2017,26177705103,1.15E+11
FO,101,1676,2017,45231483,2.89E+11
FO,101,1676,2019,111259456,5.21E+11
FO,101,1618,2001,466342500,6850553600
FO,101,1618,2004,1183350000,2550786250
FO,101,1618,2007,214579200,7189100
FO,101,1618,2009,163485754,922896
FO,101,1618,2010,322179064,44878860
FO,101,1618,2012,567709170,5818826880
FO,101,1618,2013,27278922790,10844315292
FO,101,1618,2015,33508690740,14702893071
FO,101,1618,2016,55509145344,6723765975
FO,101,1618,2018,53223908160,11680734450
FO,101,1621,2002,6183744000,206406000
FO,101,1621,2004,8245868000,657220938
FO,101,1621,2005,9880523127,3849467842
FO,101,1621,2007,14041962600,5348550000
FO,101,1621,2008,23290908000,4025462400
FO,101,1621,2010,17429389619,569573158
FO,101,1621,2011,28973214126,619205316
FO,101,1621,2013,23603225230,48416324
FO,101,1621,2016,17217852740,1359115175
FO,101,1621,2019,32020606278,1488532416
FO,101,1622,2000,3429300,6709709000
FO,101,1622,2003,3240000,1847592300
FO,101,1622,2006,8914500,440000000
FO,101,1622,2008,8914500,440000000
FO,101,1622,2009,8914500,440000000
FO,101,1622,2011,0,0
FO,101,1622,2012,57271500,47570728
FO,101,1622,2014,19579005,27148198
FO,101,1622,2015,18006564,25332762
FO,101,1622,2017,21559608,122565264
FO,101,1622,2018,23707512,170394070
FO,102,1671,2003,1108827396,1143296
FO,102,1671,2005,2840251952,0
FO,102,1671,2006,2840251952,0
FO,102,1671,2008,2840251952,0
FO,102,1671,2009,2840251952,0
FO,102,1671,2011,5902523692,0
FO,102,1671,2014,7878734808,0
FO,102,1671,2017,2141888424,0
FO,102,1676,2003,131034900,15470
FO,102,1676,2006,17360000,147840
FO,102,1676,2009,1319112000,147840
FO,102,1676,2011,4192400331,17272
FO,102,1676,2012,1043188000,323128
FO,102,1676,2014,3124708636,83664480
FO,102,1676,2015,272965266,105549010
FO,102,1676,2017,32234141,718200
FO,102,1676,2018,48365558,6021376
FO,102,1618,2004,1758673035,13359
FO,102,1618,2005,2680624912,115648
FO,102,1618,2007,2680624912,115648
FO,102,1618,2008,2680624912,115648
FO,102,1618,2010,12484280484,49815
FO,102,1618,2011,12484280484,49815
FO,102,1618,2013,10757216600,1016720
FO,102,1618,2016,32000382060,46781
FO,102,1618,2019,11663197056,4930
FO,102,1621,2003,19131034230,2694216
FO,102,1621,2005,925660158,1053864
FO,102,1621,2006,925660158,1053864
FO,102,1621,2008,925660158,1053864
FO,102,1621,2011,15636349456,135786
FO,102,1621,2014,4430053320,4664
FO,102,1621,2017,6141820083,909072
FO,102,1621,2019,1148543450,73162
FO,102,1622,2004,105427228,27654
FO,102,1622,2006,807576,5486
FO,102,1622,2007,807576,5486
FO,102,1622,2009,807576,5486
FO,102,1622,2010,158911,49368
FO,102,1622,2012,158911,49368
FO,102,1622,2013,4563405,49368
FO,102,1622,2015,63525,48
FO,102,1622,2018,106872,15903
FO,103,1671,2000,0,14
FO,103,1671,2002,0,14
FO,103,1671,2003,0,14
FO,103,1671,2005,28677,14
FO,103,1671,2006,28677,14
FO,103,1671,2008,1437540,14
FO,103,1671,2011,36406,14
FO,103,1671,2014,3120810,0
FO,103,1671,2017,147808,0
FO,103,1671,2019,9660672,0
FO,103,1676,2017,378067500,24
FO,103,1618,2013,2245890,975
FO,107,1618,2012,104271240,0
FO,107,1618,2015,339430160,105280
FO,107,1618,2018,256540200,2976
FO,107,1621,2004,44220684,976320
FO,107,1621,2007,44220684,976320
FO,107,1621,2010,103205696,3853080
FO,107,1621,2013,44943580,840
FO,107,1621,2015,98102576,229320
FO,107,1621,2016,175119670,2106
FO,107,1621,2018,674782615,25875
FO,107,1621,2019,1089991453,8585073
FO,107,1622,2008,390,198
FO,107,1622,2009,437,198
FO,107,1622,2011,18592,63
FO,107,1622,2014,456,1036
FO,107,1622,2017,26680,36
FO,49,1676,2004,530980,575
FO,49,1676,2007,88200,76874
FO,49,1676,2009,71676,76874
FO,49,1676,2010,453600,76874
FO,49,1676,2012,825,76874
FO,49,1676,2013,164432,76874
FO,49,1676,2015,594280,21
FO,49,1676,2016,101112,21
FO,49,1676,2018,36188,32
FO,49,1621,2004,13178238,1581
FO,49,1621,2006,7112899,0
FO,49,1621,2007,29865600,0
FO,49,1621,2009,783048,1
FO,49,1621,2012,9344025,1
FO,49,1621,2015,30575545,33
FO,49,1621,2018,23412896,33
FO,279,1676,2011,1113959,1092
FO,279,1676,2013,1113959,1092
FO,279,1676,2014,1113959,1092
FO,279,1676,2016,1113959,1092
FO,279,1676,2019,200020,1092
FO,50,1671,2001,41933520,0
FO,50,1671,2002,28114260,0
FO,50,1671,2004,52194420,32452
FO,50,1671,2005,52016450,0
FO,50,1671,2007,104709845,0
FO,50,1671,2010,73866625,250
FO,50,1671,2013,26780709,210
FO,50,1671,2016,12869604,0
FO,50,1671,2018,6052512,0
FO,50,1671,2019,5395481,0
FO,50,1676,2002,52506360,680
FO,50,1676,2004,70444038,325
FO,50,1676,2005,63406008,22
FO,50,1676,2007,108475384,3306
FO,50,1676,2008,144120760,0
FO,50,1676,2010,138270696,294
FO,50,1676,2011,128357470,6
FO,50,1676,2013,108829359,55
FO,50,1676,2016,79209674,0
FO,50,1676,2019,115318425,0
FO,50,1618,2000,83079160,8400
FO,50,1618,2001,59094750,170
FO,50,1618,2003,52102057,10
FO,50,1618,2004,104635300,21
FO,50,1618,2006,95582963,0
FO,50,1618,2007,82430666,260
FO,50,1618,2009,92345318,0
FO,50,1618,2012,98697756,0
FO,50,1618,2015,111314256,198
FO,50,1618,2018,125372619,0
FO,50,1621,2001,9712080,0
FO,50,1621,2002,15493800,2310
FO,50,1621,2004,6866425,2
FO,50,1621,2007,4983273,418
FO,50,1621,2010,4089344,9048
FO,50,1621,2013,3538605,330
FO,50,1621,2015,3658285,0
FO,50,1621,2016,4094109,0
FO,50,1621,2018,8596973,1
FO,50,1621,2019,5307168,0
FO,50,1622,2000,0,0
FO,50,1622,2002,0,0
FO,50,1622,2003,6958,72270
FO,50,1622,2005,190624,12
FO,50,1622,2006,256410,0
FO,50,1622,2008,268272,0
FO,50,1622,2011,159060,0
FO,50,1622,2014,74550,0
FO,50,1622,2017,237372,0
FO,50,1622,2019,85626,328
FO,167,1671,2002,3184027000,1965470000
FO,11,1621,2019,22725414081,1.60E+11
FO,11,1622,2000,481474000,8401624000
FO,11,1622,2001,395640000,7308821000
